Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Days to Ship Scheduled
80,CA-2020-127208,12/6/2020 0:00,15/6/2020 0:00,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2032,6
81,CA-2020-127208,12/6/2020 0:00,15/6/2020 0:00,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.0352,6
89,CA-2020-159695,5/4/2020 0:00,10/4/2020 0:00,Second Class,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572,6
90,CA-2020-109806,17/9/2020 0:00,22/9/2020 0:00,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0,6.633,3
91,CA-2020-109806,17/9/2020 0:00,22/9/2020 0:00,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782,6
92,CA-2020-109806,17/9/2020 0:00,22/9/2020 0:00,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 1995,6.48,1,0,3.1104,6
99,CA-2020-149223,6/9/2020 0:00,11/9/2020 0:00,Standard Class,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.5852,6
100,CA-2020-158568,29/8/2020 0:00,2/9/2020 0:00,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184,6
101,CA-2020-158568,29/8/2020 0:00,2/9/2020 0:00,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,3
102,CA-2020-158568,29/8/2020 0:00,2/9/2020 0:00,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396,6
103,CA-2020-129903,1/12/2020 0:00,4/12/2020 0:00,Second Class,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0,11.7208,6
112,CA-2020-128867,3/11/2020 0:00,10/11/2020 0:00,Standard Class,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788,6
113,CA-2020-128867,3/11/2020 0:00,10/11/2020 0:00,Standard Class,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0,13.3476,6
120,CA-2020-103730,12/6/2020 0:00,15/6/2020 0:00,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.3456,6
121,CA-2020-103730,12/6/2020 0:00,15/6/2020 0:00,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.878,6
122,CA-2020-103730,12/6/2020 0:00,15/6/2020 0:00,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.4368,6
123,CA-2020-103730,12/6/2020 0:00,15/6/2020 0:00,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759,6
124,CA-2020-103730,12/6/2020 0:00,15/6/2020 0:00,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.7316,6
129,US-2020-125969,6/11/2020 0:00,10/11/2020 0:00,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602,6
130,US-2020-125969,6/11/2020 0:00,10/11/2020 0:00,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.2416,6
134,CA-2020-145583,13/10/2020 0:00,19/10/2020 0:00,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,Xerox 195,20.04,3,0,9.6192,6
135,CA-2020-145583,13/10/2020 0:00,19/10/2020 0:00,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.6568,6
136,CA-2020-145583,13/10/2020 0:00,19/10/2020 0:00,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456,3
137,CA-2020-145583,13/10/2020 0:00,19/10/2020 0:00,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0,1.9698,3
138,CA-2020-145583,13/10/2020 0:00,19/10/2020 0:00,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,0.2,26.6616,3
139,CA-2020-145583,13/10/2020 0:00,19/10/2020 0:00,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0,18.4464,6
140,CA-2020-145583,13/10/2020 0:00,19/10/2020 0:00,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,20.6976,6
141,CA-2020-110366,5/9/2020 0:00,7/9/2020 0:00,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35,6
148,CA-2020-114489,5/12/2020 0:00,9/12/2020 0:00,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0,103.8015,6
149,CA-2020-114489,5/12/2020 0:00,9/12/2020 0:00,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988,3
150,CA-2020-114489,5/12/2020 0:00,9/12/2020 0:00,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0,585.552,1
151,CA-2020-114489,5/12/2020 0:00,9/12/2020 0:00,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.6285,1
152,CA-2020-158834,13/3/2020 0:00,16/3/2020 0:00,First Class,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766,6
153,CA-2020-158834,13/3/2020 0:00,16/3/2020 0:00,First Class,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388,6
159,CA-2020-114104,20/11/2020 0:00,24/11/2020 0:00,Standard Class,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,Avery 519,14.62,2,0,6.8714,6
160,CA-2020-114104,20/11/2020 0:00,24/11/2020 0:00,Standard Class,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,Avaya 5420 Digital phone,944.93,7,0,236.2325,6
161,CA-2020-162733,11/5/2020 0:00,12/5/2020 0:00,First Class,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,Xerox 1920,5.98,1,0,2.691,6
163,CA-2020-154508,16/11/2020 0:00,20/11/2020 0:00,Standard Class,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,Staple envelope,28.4,5,0,13.348,1
164,CA-2020-113817,7/11/2020 0:00,11/11/2020 0:00,Standard Class,Max Jones,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688,3
186,CA-2020-105018,28/11/2020 0:00,2/12/2020 0:00,Standard Class,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0,3.4368,6
188,CA-2020-157000,16/7/2020 0:00,22/7/2020 0:00,Standard Class,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224,6
189,CA-2020-157000,16/7/2020 0:00,22/7/2020 0:00,Standard Class,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,0.2,6.255,6
218,CA-2020-130162,28/10/2020 0:00,1/11/2020 0:00,Standard Class,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0,26.0568,6
219,CA-2020-130162,28/10/2020 0:00,1/11/2020 0:00,Standard Class,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782,1
238,CA-2020-157749,4/6/2020 0:00,9/6/2020 0:00,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.396,1
239,CA-2020-157749,4/6/2020 0:00,9/6/2020 0:00,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728,6
240,CA-2020-157749,4/6/2020 0:00,9/6/2020 0:00,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,Staple-based wall hangings,11.688,3,0.6,-4.6752,6
241,CA-2020-157749,4/6/2020 0:00,9/6/2020 0:00,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,PureGear Roll-On Screen Protector,31.984,2,0.2,11.1944,6
242,CA-2020-157749,4/6/2020 0:00,9/6/2020 0:00,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513,6
243,CA-2020-157749,4/6/2020 0:00,9/6/2020 0:00,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308,6
244,CA-2020-157749,4/6/2020 0:00,9/6/2020 0:00,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,6
250,CA-2020-154739,10/12/2020 0:00,15/12/2020 0:00,Second Class,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,6
251,CA-2020-145625,11/9/2020 0:00,17/9/2020 0:00,Standard Class,Kelly Collister,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.5767,6
252,CA-2020-145625,11/9/2020 0:00,17/9/2020 0:00,Standard Class,Kelly Collister,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,0,636.0003,6
253,CA-2020-146941,10/12/2020 0:00,13/12/2020 0:00,First Class,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0,22.5624,6
254,CA-2020-146941,10/12/2020 0:00,13/12/2020 0:00,First Class,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0,162.864,3
265,CA-2020-125318,6/6/2020 0:00,13/6/2020 0:00,Standard Class,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,4,0.2,28.7196,3
268,CA-2020-111010,22/1/2020 0:00,28/1/2020 0:00,Standard Class,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0,0.3024,6
287,CA-2020-112697,18/12/2020 0:00,20/12/2020 0:00,Second Class,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372,6
288,CA-2020-112697,18/12/2020 0:00,20/12/2020 0:00,Second Class,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316,6
289,CA-2020-112697,18/12/2020 0:00,20/12/2020 0:00,Second Class,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145,6
290,CA-2020-110772,20/11/2020 0:00,24/11/2020 0:00,Second Class,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836,6
291,CA-2020-110772,20/11/2020 0:00,24/11/2020 0:00,Second Class,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,Avery 512,18.496,8,0.2,6.2424,6
292,CA-2020-110772,20/11/2020 0:00,24/11/2020 0:00,Second Class,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966,6
293,CA-2020-110772,20/11/2020 0:00,24/11/2020 0:00,Second Class,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032,6
299,CA-2020-142545,28/10/2020 0:00,3/11/2020 0:00,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,Xerox 223,32.4,5,0,15.552,6
300,CA-2020-142545,28/10/2020 0:00,3/11/2020 0:00,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0,10.8248,6
301,CA-2020-142545,28/10/2020 0:00,3/11/2020 0:00,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,Xerox 1939,56.91,3,0,27.3168,6
302,CA-2020-142545,28/10/2020 0:00,3/11/2020 0:00,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024,6
303,CA-2020-142545,28/10/2020 0:00,3/11/2020 0:00,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0,6.5688,6
310,CA-2020-142902,12/9/2020 0:00,14/9/2020 0:00,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948,6
311,CA-2020-142902,12/9/2020 0:00,14/9/2020 0:00,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114,6
312,CA-2020-142902,12/9/2020 0:00,14/9/2020 0:00,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136,6
313,CA-2020-142902,12/9/2020 0:00,14/9/2020 0:00,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,Avery 509,6.264,3,0.2,2.0358,6
324,CA-2020-162138,23/4/2020 0:00,27/4/2020 0:00,Standard Class,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744,6
325,CA-2020-162138,23/4/2020 0:00,27/4/2020 0:00,Standard Class,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0,34.9965,3
327,US-2020-141544,30/8/2020 0:00,1/9/2020 0:00,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762,3
328,US-2020-141544,30/8/2020 0:00,1/9/2020 0:00,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389,3
329,US-2020-141544,30/8/2020 0:00,1/9/2020 0:00,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,"Hon 2090 ""Pillow Soft"" Series Mid Back Swivel/Tilt Chairs",786.744,4,0.3,-258.5016,6
330,US-2020-141544,30/8/2020 0:00,1/9/2020 0:00,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831,6
331,US-2020-141544,30/8/2020 0:00,1/9/2020 0:00,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936,3
332,US-2020-150147,25/4/2020 0:00,29/4/2020 0:00,Second Class,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,3
333,US-2020-150147,25/4/2020 0:00,29/4/2020 0:00,Second Class,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816,6
334,US-2020-150147,25/4/2020 0:00,29/4/2020 0:00,Second Class,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272,6
350,CA-2020-129714,1/9/2020 0:00,3/9/2020 0:00,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.3086,6
351,CA-2020-129714,1/9/2020 0:00,3/9/2020 0:00,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,Xerox 1881,24.56,2,0,11.5432,1
352,CA-2020-129714,1/9/2020 0:00,3/9/2020 0:00,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,1
353,CA-2020-129714,1/9/2020 0:00,3/9/2020 0:00,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,Xerox 1881,49.12,4,0,23.0864,1
354,CA-2020-129714,1/9/2020 0:00,3/9/2020 0:00,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296,1
355,CA-2020-138520,8/4/2020 0:00,13/4/2020 0:00,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588,1
356,CA-2020-138520,8/4/2020 0:00,13/4/2020 0:00,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0,3.7996,1
